L_ADD_F,L_ADD_T,R_ADD_F,R_ADD_T,ROAD_NAME,ROAD_SUF,FULL_NAME,DIR,ALIAS,LANES,SURFACE_CO,YEAR_INSTA,OWNER,LIFECYCLES,SUBTYPE
0,0,3900,3900,FAIRFIELD,PL,FAIRFIELD PL,,,2,CON,1998-01-01,CI,COMP,7
3901,3975,3900,3974,RIO SECCO,RD,RIO SECCO RD,,,2,CON,2000-01-01,CI,COMP,7
3801,3899,3800,3898,DREW,DR,DREW DR,,,2,CON,1995-01-01,CI,COMP,7
3803,3819,3802,3818,FAIRFIELD,PL,FAIRFIELD PL,,,2,CON,1998-01-01,CI,COMP,7
3811,3815,3810,3814,RUSTIC RIDGE,RD,RUSTIC RIDGE RD,,,2,CON,1997-01-01,CI,COMP,7
3721,3721,0,0,RUSTIC RIDGE,RD,RUSTIC RIDGE RD,,,2,CON,1997-01-01,CI,COMP,7
3617,3717,3616,3716,DREW,DR,DREW DR,,,2,CON,1996-01-01,CI,COMP,7
9604,9616,9601,9617,SHELBY,PL,SHELBY PL,,,2,CON,1996-01-01,CI,COMP,7
3701,3799,3700,3798,SWEETWATER,DR,SWEETWATER DR,,,2,CON,1997-01-01,CI,COMP,7
3701,3717,3700,3716,RUSTIC RIDGE,RD,RUSTIC RIDGE RD,,,2,CON,1997-01-01,CI,COMP,7
3801,3899,3800,3898,EAST CRESCENT,WAY,EAST CRESCENT WAY,,,2,CON,1999-01-01,PR,COMP,7
3601,3699,3600,3698,FENWICK,DR,FENWICK DR,,,2,CON,1996-01-01,CI,COMP,7
9800,10098,9801,10099,WARREN,PKWY,WARREN PKWY,,,2,CON,1995-01-01,CI,COMP,6
0,0,0,0,DARCY,LN,DARCY LN,,,2,CON,1996-01-01,CI,COMP,7
3701,3799,3700,3798,EAST CRESCENT,WAY,EAST CRESCENT WAY,,,2,CON,1999-01-01,PR,COMP,7
3601,3699,3600,3698,SWEETWATER,DR,SWEETWATER DR,,,2,CON,1997-01-01,CI,COMP,7
3603,3615,3602,3614,RUSTIC RIDGE,RD,RUSTIC RIDGE RD,,,2,CON,1997-01-01,CI,COMP,7
3601,3699,3600,3698,TREELINE,DR,TREELINE DR,,,2,CON,1999-01-01,CI,COMP,7
3481,3499,3480,3498,COMPASS,DR,COMPASS DR,,,2,CON,1999-01-01,CI,COMP,7
3501,3571,3500,3570,NAUTICAL,DR,NAUTICAL DR,,,2,CON,2000-01-01,CI,COMP,7
4302,4302,4301,4311,MARINER,DR,MARINER DR,,,2,CON,2000-01-01,CI,COMP,7
3301,3399,3300,3398,RIDGELAND,DR,RIDGELAND DR,,,2,CON,2000-01-01,CI,COMP,7
3301,3399,3300,3398,NUTMEG,CIR,NUTMEG CIR,,,2,CON,2000-01-01,CI,COMP,7
3132,3136,3133,3137,HAMPSHIRE,CT,HAMPSHIRE CT,,,2,CON,1994-01-01,PR,COMP,7
0,0,0,0,SAVANNAH,DR,SAVANNAH DR,,,2,CON,1994-01-01,PR,COMP,7
3100,3128,3101,3127,HAMPSHIRE,CT,HAMPSHIRE CT,,,2,CON,1994-01-01,PR,COMP,7
0,0,0,0,SAVANNAH,DR,SAVANNAH DR,,,2,CON,1994-01-01,PR,COMP,7
0,0,0,0,SAVANNAH,DR,SAVANNAH DR,,,2,CON,1994-01-01,PR,COMP,7
0,0,0,0,HAMPSHIRE,CT,HAMPSHIRE CT,,,1,CON,1994-01-01,PR,COMP,7
0,0,0,0,SAVANNAH,DR,SAVANNAH DR,,,2,CON,1994-01-01,PR,COMP,7
0,0,0,0,SAVANNAH,DR,SAVANNAH DR,,,2,CON,1994-01-01,PR,COMP,7
4400,4424,4401,4425,STONEBRIAR,DR,STONEBRIAR DR,,,2,CON,1991-01-01,PR,COMP,7
4426,4798,4427,4799,STONEBRIAR,DR,STONEBRIAR DR,,,2,CON,1991-01-01,PR,COMP,7
4600,4628,4603,4627,PINEVALLEY,DR,PINEVALLEY DR,,,2,CON,1989-08-14,PR,COMP,7
4632,4646,4631,4647,PINEVALLEY,DR,PINEVALLEY DR,,,2,CON,1989-08-14,PR,COMP,7
5,10,4,1,SOUTHERN HILLS,CT,SOUTHERN HILLS CT,,,2,CON,1988-01-01,PR,COMP,7
5036,5098,5023,5099,SOUTHERN HILLS,DR,SOUTHERN HILLS DR,,,2,CON,1988-01-01,PR,COMP,7
5100,5124,5101,5125,SOUTHERN HILLS,DR,SOUTHERN HILLS DR,,,2,CON,1988-01-01,PR,COMP,7
5176,5198,5177,5199,SOUTHERN HILLS,DR,SOUTHERN HILLS DR,,,2,CON,1989-08-14,PR,COMP,7
5126,5174,5127,5175,SOUTHERN HILLS,DR,SOUTHERN HILLS DR,,,2,CON,1988-01-01,PR,COMP,7
6626,6674,6627,6675,ELM,ST,ELM ST,,,2,HMAC,1980-01-01,CI,COMP,7
8771,8799,8770,8798,1ST,ST,1ST ST,,FIRST ST,2,CON,2000-01-01,CI,COMP,7
6600,6698,6601,6699,HALF ELM,ST,HALF ELM ST,,,2,HMAC,1992-01-01,CI,COMP,7
8701,8769,8700,8768,1ST,ST,1ST ST,,FIRST ST,2,CON,2000-01-01,CI,COMP,7
8201,8499,8200,8498,PARKWOOD,BLVD,PARKWOOD BLVD,,5TH ST,2,CON,1980-01-01,CI,COMP,4
6900,6998,6901,6999,EUBANKS,ST,EUBANKS ST,,,2,CON,2011-01-01,CI,COMP,7
7801,8199,7800,8198,PARKWOOD,BLVD,PARKWOOD BLVD,,5TH ST,2,CON,1998-01-01,CI,COMP,4
7701,7799,7700,7798,PARKWOOD,BLVD,PARKWOOD BLVD,,5TH ST,2,CON,1995-01-01,CI,COMP,4
8701,8725,8700,8724,PRESCOTT,CIR,PRESCOTT CIR,,,2,CON,1996-01-01,CI,COMP,7
1698,1600,1699,1601,OLD WITT,RD,OLD WITT RD,,WITT RD,2,CON,2017-01-01,SH,COMP,7
8613,8697,8622,8694,COTTON PATCH,LN,COTTON PATCH LN,,,2,CON,1900-01-01,PR,COMP,7
7576,7552,7577,7553,LAKE TRAILS,DR,LAKE TRAILS DR,,,2,HMAC,1985-01-01,CO,COMP,7
8760,8788,8761,8789,CALIFORNIA,DR,CALIFORNIA DR,,,2,HMAC,2000-01-01,CI,COMP,7
9301,9399,9300,9398,PASADENA,DR,PASADENA DR,,,2,HMAC,1990-01-01,CI,COMP,7
9401,9499,9400,9498,PASADENA,DR,PASADENA DR,,,2,HMAC,1990-01-01,CI,COMP,7
8851,8899,8850,8898,2ND,ST,2ND ST,,SECOND ST,2,CON,2003-01-01,CI,COMP,7
8701,8751,8700,8750,2ND,ST,2ND ST,,SECOND ST,2,HMAC,2003-01-01,CI,COMP,7
6600,6698,6601,6699,PECAN,ST,PECAN ST,,,2,HMAC,1971-01-01,CI,COMP,7
8351,8399,0,0,HILLCREST,RD,HILLCREST RD,,,2,CON,1986-01-01,CI,COMP,4
6101,6199,6100,6198,CHARLESTON,DR,CHARLESTON DR,,,2,CON,1994-01-01,CI,COMP,6
0,0,11401,11599,COLLEGE,PKWY,COLLEGE PKWY,,CR 20,2,CON,1996-01-01,CI,COMP,5
8003,8015,8002,8016,GALLEY,ST,GALLEY ST,,,2,CON,1995-01-01,CI,COMP,7
10740,10780,10721,10781,CASTLE,DR,CASTLE DR,,,2,CON,1991-01-01,CI,COMP,7
10830,10870,10821,10881,CASTLE,DR,CASTLE DR,,,2,CON,1991-01-01,CI,COMP,7
11100,11198,0,0,LEBANON,RD,LEBANON RD,,CR 19,2,CON,1988-01-01,CI,COMP,4
11200,11298,0,0,LEBANON,RD,LEBANON RD,,CR 19,2,CON,1988-01-01,CI,COMP,4
4601,4799,4600,4798,PLANTATION,LN,PLANTATION LN,,,2,CON,1988-01-01,CI,COMP,6
0,0,12253,12299,COLLEGE,PKWY,COLLEGE PKWY,,CR 20,2,CON,1996-01-01,CI,COMP,5
5561,5587,0,0,PRESTON NORTH,DR,PRESTON NORTH DR,,,2,HMAC,1990-01-01,CI,COMP,7
5603,5643,0,0,PRESTON NORTH,DR,PRESTON NORTH DR,,,2,HMAC,1990-01-01,CI,COMP,7
5737,5803,0,0,PRESTON NORTH,DR,PRESTON NORTH DR,,,2,HMAC,1990-01-01,CI,COMP,7
5827,5893,0,0,PRESTON NORTH,DR,PRESTON NORTH DR,,,2,HMAC,1990-01-01,CI,COMP,7
5304,5384,5301,5397,BRECKENRIDGE,CT,BRECKENRIDGE CT,,,2,CON,2000-01-01,PR,COMP,7
5909,5999,5910,5982,BURKETT,DR,BURKETT DR,,,2,CON,2000-01-01,PR,COMP,7
5418,5478,5419,5479,BRECKENRIDGE,CT,BRECKENRIDGE CT,,,2,CON,2000-01-01,PR,COMP,7
1,10,14,11,SAVANNAH,RDG,SAVANNAH RDG,,,2,CON,2001-01-01,PR,COMP,7
1,8,0,0,SAVANNAH,CIR,SAVANNAH CIR,,,2,CON,1994-01-01,PR,COMP,7
1,6,0,0,SAVANNAH,CT,SAVANNAH CT,,,2,CON,1994-01-01,PR,COMP,7
9,12,18,13,WINDSOR,RDG,WINDSOR RDG,,,2,CON,1995-01-01,PR,COMP,7
10,5,1,4,MISSION HILLS,DR,MISSION HILLS DR,,,2,CON,1995-01-01,PR,COMP,7
4,15,19,16,HORIZON,PT,HORIZON PT,,,2,CON,1995-01-01,PR,COMP,7
19,22,32,32,WINDSOR,RDG,WINDSOR RDG,,,2,CON,1995-01-01,PR,COMP,7
27,27,28,29,WINDSOR,RDG,WINDSOR RDG,,,2,CON,1995-01-01,PR,COMP,7
1,8,30,31,WINDSOR,RDG,WINDSOR RDG,,,2,CON,1995-01-01,PR,COMP,7
0,3,0,0,HORIZON,PT,HORIZON PT,,,2,CON,1995-01-01,PR,COMP,7
1,2,4,3,ENGLEWOOD,CT,ENGLEWOOD CT,,,2,CON,1988-01-01,PR,COMP,7
1,4,6,5,COLONIAL,CT,COLONIAL CT,,,2,CON,1988-01-01,PR,COMP,7
19,28,18,1,CANYON CREST,CT,CANYON CREST CT,,,2,CON,1991-01-01,PR,COMP,7
1,2,6,3,DORAL,CT,DORAL CT,,,2,CON,1988-01-01,PR,COMP,7
1,2,6,3,LA COSTA,CT,LA COSTA CT,,,2,CON,1988-01-01,PR,COMP,7
1,2,6,3,SAWGRASS,CT,SAWGRASS CT,,,2,CON,1988-01-01,PR,COMP,7
1,2,6,3,MUIRFIELD,CT,MUIRFIELD CT,,,2,CON,1988-01-01,PR,COMP,7
1,2,4,3,SPYGLASS,CT,SPYGLASS CT,,,2,CON,1988-01-01,PR,COMP,7
7,10,6,1,INNISBROOK,CT,INNISBROOK CT,,,2,CON,1989-08-14,PR,COMP,7
1,2,6,3,GLENMOOR,CT,GLENMOOR CT,,,2,CON,1989-08-14,PR,COMP,7
1,4,12,5,HARBOUR TOWN,CT,HARBOUR TOWN CT,,,2,CON,1988-01-01,PR,COMP,7
1,2,6,3,PINEHURST,CT,PINEHURST CT,,,2,CON,1988-01-01,PR,COMP,7
1,2,4,3,CHAMPIONS,CT,CHAMPIONS CT,,,2,CON,1988-01-01,PR,COMP,7
0,0,0,0,SOUTHERN HILLS,DR,SOUTHERN HILLS DR,,,2,CON,1996-01-01,PR,COMP,7
5300,5314,5301,5315,SOUTHERN HILLS,DR,SOUTHERN HILLS DR,,,2,CON,1989-08-14,PR,COMP,7
0,0,5005,5013,SOUTHERN HILLS,DR,SOUTHERN HILLS DR,,,2,CON,1988-01-01,PR,COMP,7
5016,5020,5017,5021,SOUTHERN HILLS,DR,SOUTHERN HILLS DR,,,2,CON,1988-01-01,PR,COMP,7
5026,5034,5201,5221,SOUTHERN HILLS,DR,SOUTHERN HILLS DR,,,2,CON,1989-08-14,PR,COMP,7
4700,4700,4601,4609,AUGUSTA,DR,AUGUSTA DR,,,2,CON,1988-01-01,PR,COMP,7
0,0,4701,4709,AUGUSTA,DR,AUGUSTA DR,,,2,CON,1988-01-01,PR,COMP,7
4712,4720,4713,4721,AUGUSTA,DR,AUGUSTA DR,,,2,CON,1988-01-01,PR,COMP,7
4820,4824,4821,4825,AUGUSTA,DR,AUGUSTA DR,,,2,CON,1988-01-01,PR,COMP,7
0,0,4501,4599,AUGUSTA,DR,AUGUSTA DR,,,2,CON,1995-01-01,PR,COMP,7
1,10,18,11,SHADOW RIDGE,CT,SHADOW RIDGE CT,,,2,CON,1991-01-01,PR,COMP,7
24,27,0,0,FAIRWAY,DR,FAIRWAY DR,,,2,CON,1994-01-01,PR,COMP,7
5,10,4,1,ST ANDREWS,CT,ST ANDREWS CT,,ST. ANDREWS CT,2,CON,1998-01-01,PR,COMP,7
8861,8881,8860,8880,WOODSTREAM,DR,WOODSTREAM DR,,,2,HMAC,1998-01-01,CI,COMP,6
5318,5398,5319,5399,CATTAIL,CT,CATTAIL CT,,,2,CON,2000-01-01,PR,COMP,7
5400,5498,5401,5499,TEXAS,DR,TEXAS DR,,,2,CON,2000-01-01,PR,COMP,6
5500,5598,5501,5599,TEXAS,DR,TEXAS DR,,,2,CON,2000-01-01,PR,COMP,6
5300,5378,5301,5375,ELM SPRING,LN,ELM SPRING LN,,,2,CON,2000-01-01,PR,COMP,7
5700,5798,5701,5799,GENESIS,CT,GENESIS CT,,,2,CON,1999-01-01,CI,COMP,7
2501,3099,2500,3098,SAVANNAH,DR,SAVANNAH DR,,,2,CON,1994-01-01,PR,COMP,7
9651,9951,9650,9950,DOGWOOD,ST,DOGWOOD ST,,,2,HMAC,1997-01-01,CI,COMP,7
7800,7850,7751,7851,COTTONWOOD,ST,COTTONWOOD ST,,,2,HMAC,1997-01-01,CI,COMP,7
7600,7750,7551,7701,COTTONWOOD,ST,COTTONWOOD ST,,,2,HMAC,1997-01-01,CI,COMP,7
8078,8100,8069,8107,HUMMINGBIRD,DR,HUMMINGBIRD DR,,,2,HMAC,1995-01-01,CI,COMP,7
8559,8659,8558,8658,HUMMINGBIRD,DR,HUMMINGBIRD DR,,,2,HMAC,1995-01-01,CI,COMP,7
8619,8739,8560,8720,WOODSTREAM,DR,WOODSTREAM DR,,,2,HMAC,1998-01-01,CI,COMP,6
8741,8841,8740,8840,WOODSTREAM,DR,WOODSTREAM DR,,,2,HMAC,1998-01-01,CI,COMP,6
8851,8899,8850,8898,HUMMINGBIRD,DR,HUMMINGBIRD DR,,,2,HMAC,1995-01-01,CI,COMP,7
8072,8078,8079,8085,DOVE,CV,DOVE CV,,,2,HMAC,1974-01-01,CI,COMP,7
8243,8299,8242,8298,WOODSTREAM,DR,WOODSTREAM DR,,,2,CON,1985-01-01,CI,COMP,6
8301,8399,8300,8398,WOODSTREAM,DR,WOODSTREAM DR,,,2,CON,1985-01-01,CI,COMP,6
8200,8304,8201,8305,HILLSIDE,DR,HILLSIDE DR,,,2,HMAC,1991-01-01,CI,COMP,7
16691,16901,16690,16900,RED BUD,DR,RED BUD DR,,,2,HMAC,1982-01-01,CI,COMP,7
13885,14185,13880,14180,REDWOOD,CIR,S REDWOOD CIR,S,,2,HMAC,1981-01-01,CI,COMP,7
16491,16661,16440,16660,RED BUD,DR,RED BUD DR,,,2,HMAC,1982-01-01,CI,COMP,7
11510,11548,11511,11549,CANOE,RD,CANOE RD,,,2,CON,1995-01-01,CI,COMP,6
11550,11598,11551,11599,CANOE,RD,CANOE RD,,,2,CON,1995-01-01,CI,COMP,6
11700,11716,11701,11717,PORT,RD,PORT RD,,,2,CON,1996-01-01,CI,COMP,7
10800,10804,10801,10809,BELLE CHASSE,LN,BELLE CHASSE LN,,,2,CON,1988-01-01,CI,COMP,7
10001,10299,0,0,PRESTON,RD,PRESTON RD,,SH 289,3,CON,2012-01-01,TX,COMP,2
8863,8899,8900,8990,CRESTVIEW,DR,CRESTVIEW DR,,,2,HMAC,1995-01-01,CI,COMP,7
8840,8890,8841,8891,MEADOW HILL,DR,MEADOW HILL DR,,,2,HMAC,1995-01-01,CI,COMP,6
10391,10491,10390,10490,RIDGECREST,DR,RIDGECREST DR,,,2,HMAC,1996-01-01,CI,COMP,7
8620,8660,8621,8661,CRESTVIEW,DR,CRESTVIEW DR,,,2,HMAC,1995-01-01,CI,COMP,7
8670,8860,8669,8861,CRESTVIEW,DR,CRESTVIEW DR,,,2,HMAC,1995-01-01,CI,COMP,7
8700,8750,8701,8751,MEADOW HILL,DR,MEADOW HILL DR,,,2,HMAC,1995-01-01,CI,COMP,6
8640,8640,0,0,MEADOW HILL,DR,MEADOW HILL DR,,,2,HMAC,1995-01-01,CI,COMP,6
8500,8598,8501,8595,MEADOW HILL,DR,MEADOW HILL DR,,,2,HMAC,1995-01-01,CI,COMP,6
8360,8440,8361,8441,MEADOW HILL,DR,MEADOW HILL DR,,,2,HMAC,1995-01-01,CI,COMP,6
9979,9989,9970,9980,RANDEL,RD,RANDEL RD,,,2,HMAC,2000-01-01,CI,COMP,7
9901,9989,9900,9940,CAMFIELD,RD,CAMFIELD RD,,,2,HMAC,2000-01-01,CI,COMP,7
8700,8732,8701,8733,CAMFIELD WAY,ST,CAMFIELD WAY ST,,,2,HMAC,2000-01-01,CI,COMP,7
8748,8780,8749,8779,CAMFIELD WAY,ST,CAMFIELD WAY ST,,,2,HMAC,2000-01-01,CI,COMP,7
8410,8760,8447,8761,SANTA CLARA,DR,SANTA CLARA DR,,,2,HMAC,2002-01-01,CI,COMP,7
9201,9299,9200,9298,SUNSET,DR,SUNSET DR,,,2,CON,2008-01-01,CI,COMP,7
9321,9381,9320,9380,SUNSET,DR,SUNSET DR,,,2,CON,2008-01-01,CI,COMP,7
8500,8634,8501,8635,CALIFORNIA,DR,CALIFORNIA DR,,,2,CON,2000-01-01,CI,COMP,7
7745,7799,7744,7798,MCKINNEY,RD,MCKINNEY RD,,,2,CON,2004-01-01,CI,COMP,6
7801,7899,7800,7898,MCKINNEY,RD,MCKINNEY RD,,,2,CON,2004-01-01,CI,COMP,6
9651,9699,9650,9698,THE TRAILS,PKWY,THE TRAILS PKWY,,,2,CON,2000-01-01,CI,COMP,6
9601,9649,9600,9648,THE TRAILS,PKWY,THE TRAILS PKWY,,,2,CON,2000-01-01,CI,COMP,6
1942,1984,1915,1999,RIO BLANCO,DR,RIO BLANCO DR,,,2,CON,2000-01-01,CI,COMP,7
1700,1898,1713,1899,RIO BLANCO,DR,RIO BLANCO DR,,,2,CON,1999-01-01,CI,COMP,7
1600,1800,1611,1787,SAGEBRUSH,DR,SAGEBRUSH DR,,,2,CON,2000-01-01,CI,COMP,7
9401,9499,9400,9498,MILLSTREAM,DR,MILLSTREAM DR,,,2,CON,1999-01-01,CI,COMP,7
9501,9599,9500,9598,MILLSTREAM,DR,MILLSTREAM DR,,,2,CON,2000-01-01,CI,COMP,7
9801,9899,9800,9898,THE TRAILS,PKWY,THE TRAILS PKWY,,,2,CON,2000-01-01,CI,COMP,6
1568,1688,1545,1699,BOWIE,LN,BOWIE LN,,,2,CON,2000-01-01,CI,COMP,7
9101,9277,9100,9288,WICHITA,TRL,WICHITA TRL,,,2,CON,2000-01-01,CI,COMP,7
9501,9599,9500,9598,SANTA FE,TRL,SANTA FE TRL,,,2,CON,2000-01-01,CI,COMP,7
9601,9661,9600,9660,SANTA FE,TRL,SANTA FE TRL,,,2,CON,2000-01-01,CI,COMP,7
9677,9775,9676,9774,SANTA FE,TRL,SANTA FE TRL,,,2,CON,2000-01-01,CI,COMP,7
2026,2166,2051,2165,SPINDLETOP,TRL,SPINDLETOP TRL,,,2,CON,1999-01-01,CI,COMP,7
2500,2598,2501,2599,OLD ORCHARD,DR,OLD ORCHARD DR,,,2,CON,1999-01-01,CI,COMP,7
8809,8857,8808,8856,SHADY SHORE,DR,SHADY SHORE DR,,,2,CON,2000-01-01,CI,COMP,7
7401,7599,0,0,LEGACY,DR,LEGACY DR,,,2,CON,1987-01-01,CI,COMP,4
5800,5860,5801,5863,ARROWHEAD,DR,ARROWHEAD DR,,,2,CON,1998-01-01,PR,COMP,7
6001,6081,6000,6080,STAR TRAIL,DR,STAR TRAIL DR,,,2,CON,1999-01-01,PR,COMP,7
8000,8098,8001,8099,JENNIFER,LN,JENNIFER LN,,,2,CON,1994-01-01,CI,COMP,7
7808,7902,7809,7903,JENNIFER,LN,JENNIFER LN,,,2,CON,1994-01-01,CI,COMP,7
7601,7697,7632,7698,FOSSIL RIDGE,DR,FOSSIL RIDGE DR,,,2,CON,1998-01-01,CI,COMP,7
8201,8299,8200,8298,CRESTLINE,CIR,CRESTLINE CIR,,,2,CON,1985-01-01,CI,COMP,6
8101,8199,8100,8198,CRESTLINE,CIR,CRESTLINE CIR,,,2,CON,1985-01-01,CI,COMP,6
8560,8650,8531,8601,HIDDEN SPRING,DR,HIDDEN SPRING DR,,,2,CON,1987-01-01,CI,COMP,7
8051,8181,8050,8180,ROCK BROOK,ST,ROCK BROOK ST,,,2,CON,1987-01-01,CI,COMP,7
6800,6898,6801,6899,PECAN,ST,PECAN ST,,,2,HMAC,1971-01-01,CI,COMP,7
6800,6898,6801,6899,ELM,ST,ELM ST,,,2,HMAC,1980-01-01,CI,COMP,7
6800,6898,6801,6899,OAK,ST,OAK ST,,,2,HMAC,1994-01-01,CI,COMP,7
6800,6898,6801,6899,WALNUT,ST,WALNUT ST,,,2,HMAC,1995-01-01,CI,COMP,7
6700,6798,6701,6799,PECAN,ST,PECAN ST,,,2,HMAC,1971-01-01,CI,COMP,7
6700,6798,6701,6799,HALF MAIN,ST,HALF MAIN ST,,,2,HMAC,1972-01-01,CI,COMP,7
6700,6798,6701,6799,ELM,ST,ELM ST,,,2,HMAC,1980-01-01,CI,COMP,7
8701,8799,8700,8798,3RD,ST,3RD ST,,THIRD ST,2,CON,2009-01-01,CI,COMP,7
8801,8849,8800,8848,3RD,ST,3RD ST,,THIRD ST,2,CON,2009-01-01,CI,COMP,7
8851,8899,8850,8898,3RD,ST,3RD ST,,THIRD ST,2,CON,2009-01-01,CI,COMP,7
8961,8981,8960,8980,3RD,ST,3RD ST,,THIRD ST,2,CON,2009-01-01,CI,COMP,7
9001,9099,9000,9098,3RD,ST,3RD ST,,THIRD ST,2,CON,2009-01-01,CI,COMP,7
7000,7098,7001,7099,WALNUT,ST,WALNUT ST,,,2,HMAC,1995-01-01,CI,COMP,7
7000,7098,7001,7099,MAPLE,ST,MAPLE ST,,,2,HMAC,1995-01-01,CI,COMP,7
6900,6998,6901,6999,WALNUT,ST,WALNUT ST,,,2,HMAC,1995-01-01,CI,COMP,7
6900,6998,6901,6999,OAK,ST,OAK ST,,,2,HMAC,1994-01-01,CI,COMP,7
9001,9099,9000,9098,5TH,ST,5TH ST,,FIFTH ST,2,HMAC,2009-01-01,CI,COMP,7
9101,9299,9100,9298,5TH,ST,5TH ST,,FIFTH ST,2,HMAC,2009-01-01,CI,COMP,7
7100,7198,7101,7199,PECAN,ST,PECAN ST,,,2,CON,2005-01-01,CI,COMP,7
8501,8599,8500,8598,7TH,ST,7TH ST,,SEVENTH ST,2,HMAC,1998-01-01,CI,COMP,7
8601,8699,8600,8698,7TH,ST,7TH ST,,SEVENTH ST,2,HMAC,1998-01-01,CI,COMP,7
9201,9289,9200,9288,NORTH COUNTY,RD,NORTH COUNTY RD,,,2,CON,2004-01-01,CI,COMP,6
9101,9199,9100,9198,NORTH COUNTY,RD,NORTH COUNTY RD,,,2,CON,2004-01-01,CI,COMP,6
0,0,0,0,NORTH COUNTY,RD,NORTH COUNTY RD,,,2,CON,2004-01-01,CI,COMP,6
7200,7398,7201,7399,ASH,ST,ASH ST,,,2,CON,2006-01-01,CI,COMP,7
7200,7298,7201,7299,PECAN,ST,PECAN ST,,,2,CON,2005-01-01,CI,COMP,7
7290,7398,7291,7399,HICKORY,ST,HICKORY ST,,,2,CON,1980-01-01,CI,COMP,6
8501,8573,8500,8572,SOUTH COUNTY,RD,SOUTH COUNTY RD,,,2,CON,2004-01-01,CI,COMP,7
8601,8699,8600,8698,SOUTH COUNTY,RD,SOUTH COUNTY RD,,,2,CON,2004-01-01,CI,COMP,7
7200,7226,7211,7243,OAK,ST,OAK ST,,,2,HMAC,1994-01-01,CI,COMP,7
8901,8999,8900,8998,NORTH COUNTY,RD,NORTH COUNTY RD,,,2,CON,2004-01-01,CI,COMP,6
9001,9099,9000,9098,NORTH COUNTY,RD,NORTH COUNTY RD,,,2,CON,2004-01-01,CI,COMP,6
7510,7742,7511,7743,WILLIAMS,AVE,WILLIAMS AVE,,,2,HMAC,2004-01-01,CI,COMP,7
9201,9249,9200,9248,DOGWOOD,ST,DOGWOOD ST,,,2,CON,2009-01-01,CI,COMP,7
7776,7838,7777,7839,WILLIAMS,AVE,WILLIAMS AVE,,,2,HMAC,1996-01-01,CI,COMP,7
9149,9189,9130,9188,WILLIAMS,PL,WILLIAMS PL,,,2,HMAC,1996-01-01,CI,COMP,7
7776,7920,7777,7939,MEADOWBROOK,AVE,MEADOWBROOK AVE,,,2,HMAC,1996-01-01,CI,COMP,7
7950,7980,7951,7981,WILLIAMS,AVE,WILLIAMS AVE,,,2,HMAC,1996-01-01,CI,COMP,7
9091,9189,9090,9188,MEADOWCREST,AVE,MEADOWCREST AVE,,,2,HMAC,1996-01-01,CI,COMP,7
7960,7980,7961,7981,MEADOWBROOK,AVE,MEADOWBROOK AVE,,,2,HMAC,1996-01-01,CI,COMP,7
7846,7940,7847,7941,WILLIAMS,AVE,WILLIAMS AVE,,,2,HMAC,1996-01-01,CI,COMP,7
8757,8899,8756,8898,CARROLL,CIR,CARROLL CIR,,,2,CON,1971-01-01,CI,COMP,7
8675,8691,8674,8690,PEBBLEBROOK,DR,PEBBLEBROOK DR,,,2,CON,1984-01-01,CI,COMP,7
8600,8678,8601,8679,MAIN,ST,MAIN ST,,FM 720,4,CON,2006-01-01,CI,COMP,5
8324,8400,8325,8401,HILLSIDE,DR,HILLSIDE DR,,,2,HMAC,1991-01-01,CI,COMP,7
9201,9299,9200,9298,DR PINK,RD,DR PINK RD,,,2,CON,1975-01-01,CI,COMP,7
8680,8828,8681,8829,MAIN,ST,MAIN ST,,FM 720,4,CON,2006-01-01,CI,COMP,5
8821,8981,8880,8980,ALPHA,AVE,ALPHA AVE,,,2,HMAC,1993-01-01,CI,COMP,7
8830,8950,8831,8951,MAIN,ST,MAIN ST,,FM 720,4,CON,2006-01-01,CI,COMP,5
1204,1212,1205,1209,OLD OAK,CT,OLD OAK CT,,,2,CON,2002-10-04,CI,COMP,7
1202,1206,1203,1209,SILENTBROOK,CT,SILENTBROOK CT,,,2,CON,2002-10-04,CI,COMP,7
5401,5499,5400,5498,STEPHEN,LN,STEPHEN LN,,,2,CON,2001-01-01,PR,COMP,7
0,0,0,0,RIVERSTONE,DR,RIVERSTONE DR,,,2,CON,2001-01-01,PR,COMP,7
1898,1700,1899,1701,OLD WITT,RD,OLD WITT RD,,WITT RD,2,CON,2017-01-01,SH,COMP,7
7400,9098,7401,9099,COUNTY ROAD 24,,COUNTY ROAD 24,,CR 24,2,GRV,1900-01-01,CI,COMP,6
1,9,2,8,HAYWOOD,CT,HAYWOOD CT,,,2,CON,2003-04-03,CI,COMP,7
5923,6087,5926,6068,MIDNIGHT MOON,DR,MIDNIGHT MOON DR,,,2,CON,2002-10-15,CI,COMP,7
5713,5717,5708,5716,SOUTHERN PINES,CT,SOUTHERN PINES CT,,,2,CON,2002-10-15,CI,COMP,7
5807,5813,5806,5812,SOUTHERN PINES,CT,SOUTHERN PINES CT,,,2,CON,2002-10-15,CI,COMP,7
1514,1582,1513,1581,KINGS VIEW,DR,KINGS VIEW DR,,,2,CON,2002-10-15,CI,COMP,7
1820,1898,1819,1899,KINGS VIEW,DR,KINGS VIEW DR,,,2,CON,2002-10-15,CI,COMP,7
11569,11699,11570,11698,LUCCA,LN,LUCCA LN,,,2,CON,2002-01-01,CI,COMP,7
